500
color	x	y
0	12.418056953034567	21.240591792608814
0	70.86758373728946	3.574194108544748
0	44.73361831656481	14.743077878814185
0	64.11085946848542	36.58734850828143
0	65.0365103872087	86.78349241725817
0	67.50520039855523	43.0653035372236
0	6.62378382623044	63.00435211699468
0	22.823667545480905	38.41707793334734
0	17.387878503941792	83.03606353610174
0	92.29758250068431	76.17888740937855
0	51.19658916549443	11.910572437078898
0	66.91845015723928	8.84446290622297
0	66.87819163445096	65.27747699130212
0	9.010091220898335	37.36790548046407
0	23.121744821898393	10.748136830708011
0	28.637769664704127	61.911616613588706
0	91.03433558435803	62.17415885205871
0	23.35126223042963	90.17260489624762
0	25.357968548419596	60.09931393236649
0	67.24144347091878	47.49424902658223
0	64.9371541782944	56.96297055203913
0	69.95017024913331	97.25483682466242
0	83.52677368741422	51.32989319497289
0	72.21926908348809	34.484351450436755
0	2.2947892910271324	97.25927869331326
0	58.570118916292564	98.25143557191915
0	92.04199960147702	88.8602550217991
0	9.281455554439493	73.56432751751368
0	55.10897843924263	65.77374174157349
0	92.6388057659982	72.93632370481309
0	20.69154921984094	43.010282375276574
0	52.39400404464218	38.86710297494918
0	12.963713962658149	21.791120337065692
0	74.9076506953754	87.22598852147331
0	31.31804254571289	93.7451553440665
0	18.93046891383169	94.42306762324343
0	97.45605641086973	10.252707470933782
0	70.56601922308448	5.8779476480645965
0	81.54847506194068	16.076351951887954
0	67.76563175900085	52.06023984522081
0	68.76595188436869	6.546296856828105
0	52.38481876352283	0.4724746288938512
0	19.809757040773984	9.199678697623622
0	49.39383406520104	59.64533682610376
0	55.35967821954392	5.355775812926976
0	82.16693144092184	65.11124248441034
0	20.377629030392608	56.969506962021505
0	52.72976417559358	6.800067810464286
0	80.72017759349332	24.11129027765957
0	35.79140681455058	34.07096693125307
0	54.78667992159698	11.910932551288811
0	71.81015073749427	73.21513637363782
0	20.84144369387831	43.62880176885559
0	63.677471229443924	1.382401656078036
0	0.16277563120291066	67.81440309272777
0	51.60000226763844	87.21856903986813
0	56.3730162712108	13.431014604288542
0	1.1964386360784658	81.00472466787026
0	88.31852167197951	24.677751941793026
0	82.46335151386108	2.0833774445811755
0	77.43791045009355	52.40808353234648
0	78.86374315657699	92.79069538412797
0	37.4273132346169	75.84051436345881
0	16.010715673729	40.0221359622768
0	35.614936570787094	71.18393971410725
0	64.49345016424118	47.56240828978592
0	92.92113757455745	43.59505628437252
0	9.533795942729707	93.76737748748917
0	73.44500379559022	57.402689689381766
0	5.819069561392284	77.37565553864268
0	75.47922375855764	70.42094201217294
0	46.342506104524375	13.65141874957477
0	5.070779454951478	68.34199275266977
0	84.10296095928118	39.19961204326606
0	17.25305544531798	12.786512975529545
0	11.627844387696813	63.346526069060616
0	27.339649100483577	48.7561809359735
0	32.43140562447178	5.93607769828833
0	60.62186417821106	51.31591198807037
0	67.48430192034245	30.481905762569536
0	98.32749405043572	85.08356883063257
0	98.5648008982845	0.5907271564593684
0	75.37630868766387	19.907847037546283
0	27.770240230879534	87.56816120049857
0	94.59501088357267	21.164298142160987
0	41.19994780092303	31.261036022906072
0	22.01345064975781	33.51837955123672
0	62.69401770703435	79.4943355454422
0	1.7144182904717267	56.444640280389464
0	4.828273902496538	80.33495386928655
0	18.764535393096235	8.420129110463954
0	20.78236780452315	18.480297557162896
0	71.4568929362655	62.39795254642842
0	45.09013302391637	5.643826738479831
0	84.1601810262992	73.85806603525107
0	39.08884713063228	59.24445333344318
0	83.2505161385635	78.86510753443831
0	73.92106783870264	15.440153361514811
0	58.54302244323086	72.82086181399967
0	16.683996721490498	75.01373022436321
0	52.57841471724269	87.20986548776409
0	46.035922781335515	42.10234769852185
0	38.683080931369595	18.00123072589766
0	10.270153332158102	29.783049467705165
0	26.217081130676725	31.189001194291983
0	33.84943775038045	43.7402229998912
0	37.636889452173044	35.688891287871776
0	14.514681597800674	62.202696130976804
0	31.519992186373802	93.4434277278608
0	28.410965515682378	28.26729438099758
0	81.62931830528915	23.82109845671093
0	34.04515558075163	91.28323245458468
0	86.72287363923708	92.11367172834154
0	27.088356389088133	30.11987256519608
0	76.99589860916042	7.2429289621853625
0	60.54454943814166	77.14202326094697
0	2.7072280764742147	12.590912546721366
0	70.06668258187591	45.22680965607036
0	2.2469101578531716	43.76242374661951
0	68.3597782758574	59.94247623879696
0	87.08830866740986	12.151691141997752
0	43.219943724747154	58.8036008505111
0	62.4853131798436	12.929322854775501
0	58.182146427244916	11.178776616403757
0	22.89391276979256	43.543708903231824
0	78.17508807833548	26.509121796437743
0	28.686557541468897	93.46062415273127
0	91.63324918460893	51.116966920152926
0	30.179623731576903	44.09044519665119
0	53.412521936688584	30.32857272191459
0	33.48416066053882	46.45545118218024
0	23.79827653886096	76.94331849822215
0	54.501790688891965	16.331396825972217
0	11.347473915202873	2.0061038829643913
0	13.784302788444206	70.13857992607258
0	10.158757601951294	59.701976794465544
0	31.16583463583441	40.47747058188781
0	81.27182086894683	90.58111646636016
0	51.409325759435816	46.61839369192759
0	86.6457682326946	90.8877417426569
0	97.18518097071302	49.102168249629244
0	32.691768288069134	91.68444276043572
0	22.56068416611557	69.60513645398036
0	51.69358576054077	68.93462045630122
0	35.35581377683533	0.4386966872303149
0	85.74086562933712	53.17118050713459
0	26.32730345033416	40.88474453003797
0	83.72704035781517	62.259600928234356
0	58.12766356714705	53.25415279950952
0	71.47779466467424	21.309067386320066
0	34.867117523180575	54.37608273199497
0	1.0285509855640245	85.59623724637
0	19.88128316622587	0.5605979202432467
0	50.938998712044665	11.780932781051233
0	2.570688201385219	76.93190725416133
0	54.374471867116576	2.009795793075909
0	28.411963126643474	14.105213202698064
0	68.96477954641546	31.164468536956434
0	87.52231784995928	89.69244271704697
0	2.6945369835540243	60.90730244824678
0	34.69123982313399	1.6943352401087157
0	42.48998815101835	30.095424739811033
0	8.980709841066078	18.763323723707355
0	8.727861089075887	26.825166227393197
0	7.752279819215138	2.5608186191639093
0	89.55964450287402	82.6082944947003
0	96.45263341131556	76.03273285658925
0	39.50389972536237	71.1538443799017
0	31.310585042483385	81.67845466576208
0	55.56901200402906	76.32181254238655
0	78.60196487747656	12.009946281210606
0	79.55341308079122	37.99812790830364
0	85.27160974989697	2.559128137097875
0	79.80729654084253	0.24754722755045566
0	1.3166812481135102	0.9581097049648597
0	91.536929349663	16.458553598259957
0	2.4300381272812914	14.536180705859339
0	3.683986737055648	51.177014338942236
0	70.82687552370132	40.869165748440956
0	53.73139059120315	58.27819142661946
0	52.16885674249965	27.09876008255192
0	49.99768535119896	58.66938369120654
0	7.143850114796646	57.57813705877715
0	23.901495924669934	12.079674194669316
0	12.0836688896186	7.576020457210304
0	98.3866312117279	2.9477197849606505
0	7.6544264692502715	16.77980345452141
0	6.336180182930237	52.03098043034582
0	66.12487851855714	83.61597112946211
0	35.06846489509905	29.87531161300272
0	13.272897251621954	18.714876159395686
0	63.18937109603221	5.9496829409563965
0	74.2395002800067	93.59758508351459
0	80.33445468941905	24.131732793478392
0	27.089751131176453	62.238073614983584
0	43.763760304877046	20.16846129345587
0	40.18365261417385	23.404388074049475
0	60.70054970620877	73.23955668133293
0	76.60660175417148	15.187093611873236
0	94.02371603027568	81.54583964062068
0	14.199372777058642	9.06279180002813
0	25.469144770661373	97.16285292130955
0	38.0490502149204	64.2337613825656
0	98.50296434734288	27.75920563440323
0	33.94047378381713	85.92818048463597
0	88.84810180249917	2.975877603173411
0	24.02852325833607	75.02807278224995
0	22.277337250286678	88.54628747304531
0	98.83383851459223	61.060719989844465
0	94.39243644747934	71.47276492828006
0	63.582315561870416	45.30885046008598
0	50.4778208915483	75.37016531303836
0	36.5773215891242	0.5463798631165283
0	75.93369247283692	19.035647515542035
0	77.51017563555038	8.640492184657596
0	3.803696200721368	16.260236896913902
0	5.338740225310232	93.65473459295423
0	32.542019271071354	84.44758002304074
0	78.94779263399961	13.488179193503361
0	63.16200732109216	65.23159648764135
0	97.1760488054537	3.735899690930955
0	16.83958923291091	14.620819489948012
0	61.084193694992514	17.709040591366108
0	31.313878143487333	63.970379978839894
0	8.616291426937382	85.10012990177538
0	87.5303193743056	84.64808832663877
0	58.90704372417783	48.90663009897613
0	30.744889745585468	77.48787552011643
0	17.68317507046374	26.786161705345243
0	33.92044386582581	95.71380008578463
0	7.3372681624984475	98.44299578671398
0	64.88194504868653	7.88021206786272
0	24.877550614680285	32.63454533510066
0	75.19431323339924	25.948495790852196
0	30.185266161864693	21.135037116049443
0	41.68616009853269	75.78778104117562
0	6.093942991169541	36.267529888979006
0	3.9761202480554005	15.423146764703827
0	19.67421748475324	16.110208001014037
0	27.325246540716265	88.2532915108224
0	6.784740878834152	93.93557677675115
0	33.6767119108587	50.68600441433534
0	5.571598370504156	1.998563341271482
0	10.612411014927133	41.724678908151816
0	8.093763441851959	12.257330218254447
0	90.24321323800588	94.71865308326781
0	31.36813499519579	26.22823838629408
0	59.230883947232314	88.82608897562231
0	37.57438200882099	88.75813566542891
0	94.92760294284905	77.0937311361191
0	74.32853170725309	90.06761730246
0	87.75527638043013	1.8960894736089804
0	60.10231200570612	95.0759855899498
0	68.30558805979562	7.3070872971349745
0	39.24341968018982	27.498825925083423
0	22.425963659006076	48.10565018904977
0	13.56509994223105	96.55816314768295
0	17.722892603157185	55.817454241110624
0	93.28867334692968	26.691684656664787
0	3.930433697753207	12.721894240565629
0	87.38176405280942	15.45575663359779
0	52.2529543902892	25.787411944587014
0	80.57481544880568	42.932849277239654
0	45.033626998551384	39.03326470022469
0	34.873621767946155	42.041711800596616
0	75.2395542867259	60.43929539727089
0	36.226087073693236	44.20466444186196
0	54.637725808305134	1.2279451053834365
0	87.9455323575849	3.0808478539695137
0	83.5325399071167	39.38894429837591
0	24.83983167464206	97.3499619157539
0	43.79227648753223	53.20489933029302
0	82.2924306764409	90.39211494213892
0	15.75991009546956	31.580122311953637
0	74.9655798976767	28.51880738268945
0	87.35202498888337	87.45205603872398
0	49.95825322546072	76.94468933428226
0	56.88582838888302	38.94372382845884
0	84.8757152473236	87.18133875354303
0	98.08194199974069	41.836139192038296
0	78.34772197422974	46.12354352368046
0	35.59597258922094	42.29454022120541
0	50.346814678761106	44.96679127450715
0	25.49190680923797	68.73880120877489
0	50.616880483878724	8.854467541691008
0	8.265333088031129	72.94308175808011
0	6.074069732999909	12.836474115843016
0	63.477918479483	49.101254338880764
0	61.364454484834226	25.527564390808877
0	8.51382355110472	58.22211358804863
0	60.88466816632578	21.940241343419554
0	54.259573123679246	94.95021291888058
0	85.0717825756038	6.273891241535299
0	63.53870350850022	17.495211012465568
0	27.586764015107875	62.34322463555762
0	11.177861605798668	28.39629314565432
0	6.96143421306513	13.209837723155557
0	61.672462904054356	18.19709474122821
0	69.47530739889677	94.73006804787676
0	27.695623604758552	29.102666146131266
0	42.64984279452444	23.17115069762052
0	36.445919026299265	65.17695335707121
0	9.233613372755787	0.6378909591865292
0	7.9956938807736435	7.873962505545244
0	13.01570731434824	30.43347950590538
0	67.08970142870889	21.53177490564304
0	22.432215420019663	68.96288129734643
0	24.273274337345086	69.11726421067344
0	0.9966625533879301	84.35085451451276
0	72.48445239092297	55.44498182164654
0	56.24136798822274	56.426073608155924
0	55.30796567209642	52.05402729182916
0	74.2359846914774	84.91765883148305
0	81.95404115754305	44.27801707736286
0	39.74596361120407	37.32580640019567
0	13.79018334299313	59.0413102990348
0	19.859046540048173	30.018109635629433
0	71.14906727194139	10.036680164718447
0	66.91256949140958	36.54680600146565
0	6.439650562475603	21.983953311904276
0	38.82748087298762	63.370984388937586
0	48.87207495051637	76.70522329295953
0	76.70675381707726	42.4446771159528
0	14.731206944602155	61.64111613030538
0	48.32568729304009	26.961372753254924
0	8.021377516745074	47.23563077826119
0	78.39016872921906	30.64663291546845
0	39.17647255609846	81.93637423603471
0	24.040521294956367	73.29488917806503
0	9.068185550185683	13.99444818408027
0	8.98972547524673	6.6177922933847055
0	92.06013997322907	52.826061998742574
0	20.717910989253113	73.93760883005935
0	94.97471094649367	82.80519866539997
0	34.311300706211505	71.02276159707824
0	95.35965607398221	88.18591847482492
0	35.14067561167739	15.839336801988575
0	7.342680272568637	19.643245044675744
0	61.224673488470245	87.10344874046069
0	55.582414636539006	45.11617565738979
0	89.61405867152783	18.310493363328668
0	20.20690953133698	71.53873174319521
0	78.27894250246193	87.76622190620715
0	35.12400088907158	79.22767532961632
0	96.53096685772978	83.67530432086598
0	83.43314461827843	53.271354704776776
0	70.34248863626212	20.242447471225052
0	21.786908335753772	52.04281973588338
0	2.0129571545375575	83.9202164693074
0	21.9386910603238	20.954982926988684
0	53.42096010256018	70.62647321123085
0	11.361080182431193	85.7679237612142
0	84.98071172127483	46.19313636919458
0	90.48754893393634	45.74059507910077
0	33.30909767297655	93.67523421273489
0	47.1367257660405	61.78785073296065
0	0.3549778957026224	79.9003193007316
0	31.13498778050567	39.43466804310267
0	48.82329231243119	31.4683521439019
0	26.943418997330028	37.23424029540836
0	68.35681265805277	70.94055036590699
0	90.63953180157057	18.803761033749936
0	56.64050281324695	48.25997486282518
0	27.487533120301936	11.52501298885655
0	91.89976304374568	13.982950526194635
0	6.086585789938234	94.50728744757369
0	62.173191839056805	62.34097100623751
0	94.29678713728914	43.00320811868551
0	51.47384127623173	70.22819887821547
0	95.05701621204797	52.63940982846202
0	27.676165863527704	64.69390436753747
0	52.95554930616605	77.1015142549949
0	90.5336359991293	61.32907867767705
0	21.841884592054047	49.80259304324325
0	81.92820829260899	47.824778729794176
0	14.322089735636872	10.870106246147943
0	43.79068613602115	91.14404648155167
0	87.01122399412952	42.94988253729251
0	69.82862377840213	42.13206812278178
0	49.425322062083815	2.2338020274380352
0	61.087163407063905	50.28071966897366
0	8.338805163482762	95.43697276002297
0	24.936366488391826	26.762719554046182
0	3.2630371664203146	73.49102630281352
0	83.81303213827125	11.714308455430288
0	1.9549565136969396	76.54501236965645
0	54.98835229338366	75.99912497578389
0	12.249577582231797	53.651130204593905
0	58.48773389822335	15.92172777027711
0	62.249594269007574	92.47688216028897
0	73.78705245884626	20.35630010795868
0	32.020127821808096	1.6894755171525713
0	91.47418273981967	59.587568074716664
0	77.59479845600684	60.080516964360235
0	10.366008811386136	46.12356100822872
0	28.08876819639332	58.8794538743951
0	90.58409062399492	71.44956169691031
0	11.36699778640435	40.22253800547342
0	78.69436861414502	58.740112725315356
0	10.386524620769967	42.03892046655435
0	76.35294318981894	11.803165342445505
0	65.93653964843931	34.41734630191199
0	76.87172633237091	53.659641276365285
0	92.54502224776815	12.75455155283429
0	18.054068723178535	7.660540845862873
0	2.4376900418936502	28.562484812191215
0	83.25745046980232	67.11736927901673
0	47.26664607549749	45.17862347714474
0	11.663673283685585	49.291595650399785
0	9.759497721897914	5.437945637658807
0	12.060794101504888	6.9284006257863755
0	17.344631397742326	33.50831549022237
0	96.54388074970436	33.43425626736113
0	29.070234057013696	97.73347538634343
0	59.624502674109046	74.60936824555232
0	84.61882048755974	63.73159983481663
0	24.588877789969658	87.78549176697805
0	72.61718751258552	50.255816212538235
0	40.00522710263281	36.947477054555335
0	31.411841423643526	87.34588900993718
0	65.20874116503194	23.740218316496453
0	39.3271247411559	15.748683514677404
0	12.48714979445107	65.4189334483067
0	96.92703065672225	25.392810459402455
0	51.453477993625086	15.074674889065847
0	50.869430653229145	27.12690980486975
0	33.16000702482493	29.004813118584824
0	20.356257381369996	0.3122097271205202
0	85.44100070479834	22.181558016317176
0	27.241038019829144	66.01361410086795
0	53.5946442924438	97.17832613963598
0	55.18823120857816	24.600076928418137
0	96.06459742886462	61.07005057461017
